WORD;DEFINITION;Type;;GROUPING
4941;resignation;n;a formal statement that one gives up a position
4942;resilient;a;able to endure tribulation without cracking
4943;resistant;a;that which makes resistance or offers opposition
4944;resolute;a;firm, unyielding, determined
4945;resolve;v;to find a solution to (a problem)
4946;resonance;n;the prolongation of sound by reflection
4947;resonant;a;resounding, echoing
4948;resonate;v;to vibrate or sound
4949;resource;n;a source of aid that can be readily drawn upon when needed
4950;respite;n;an interval of relief from something distressing or trying
4951;resplendent;a;shining brilliantly
4952;respondent;n;a person who makes reply
4953;restitution;n;reparation made by giving compensation for loss or damage
4954;restive;a;impatient under delay, duress, or control
4955;restorative;a;capable of renewing health or strength
4956;restrained;a;characterized by reserve
4957;resumption;n;the act of starting something again
4958;resurgent;a;rising again
4959;resurrection;n;the act of arising from the dead
4960;resuscitate;v;to restore consciousness, vigor, or life to
4961;retaliate;v;to do something harmful or negative in revenge
4962;retch;v;to make an unsuccessful effort to vomit
4963;retention;n;the act of remembering
4964;reticence;n;tight-lippedness, discretion, avoidance of saying too much
4965;reticent;a;disposed to be silent or not speak freely
4966;retinue;n;a group of servants or attendants
4967;retort;v;to say something sharp or witty in answer to a remark
4968;retrace;v;to go back over
4969;retract;v;to pull back inside
4970;retraction;n;withdrawal of a statement, opinion, promise, etc
4971;retrench;v;to cut down or reduce something
4972;retribution;n;punishment inflicted in the spirit of vengeance
4973;retrieve;v;to regain or get back something
4974;retroactive;a;operative with respect to past occurrences
4975;retrograde;v;to move backwards, to recede
4976;retrogress;v;to return to an earlier, simpler or worse condition
4977;retrospect;v;to look or refer back to, to reflect on
4978;reunite;v;to unite again, as after separation
4979;revel;v;to make merry, to have a gay, lively time
4980;revelation;n;something disclosed, especially a shocking disclosure
4981;reverberate;v;to ring with many echoes
4982;revere;v;to regard someone or something with great awe or devotion
4983;reversion;n;the act of turning something the reverse way
4984;revert;v;to turn back, or to the contrary, to reverse
4985;revile;v;to attack (someone) with abusive language
4986;revisal;n;the act of revising, a revision
4987;revise;v;to look at again, to reflect on
4988;revocation;n;nullification or withdrawal
4989;revoke;v;to cancel or invalidate by withdrawing or reversing
4990;rhapsodize;v;to talk with extravagant enthusiasm
4991;rhapsody;n;an ecstatic expression of feeling or enthusiasm
4992;rhetoric;n;the art of using language as a means to persuade
4993;rhetorician;n;an expert or student of language
4994;ribald;a;vulgar or indecent in speech, language, etc
4995;riddance;n;the act or fact of clearing away or out
4996;riddled;a;damaged throughout by numerous perforations or holes
4997;ridicule;v;to criticize or disapprove of scornfully
4998;rife;a;widespread (especially of unpleasant or harmful things)
4999;rift;n;an opening made by splitting, cleaving, etc
5000;righteousness;n;the quality or state of being just or rightful
5001;rigmarole;n;complex, obsolete procedures, excess steps or activity
5002;rigor;n;strictness, severity or harshness
5003;rigorous;a;rigidly severe or harsh
5004;ripplet;n;a small ripple
5005;risible;a;causing laughter
5006;rivulet;n;a small brook or stream, a streamlet
5007;robust;a;strong and healthy
5008;rogue;n;a dishonest, knavish person
5009;rondo;n;music that returns to a main theme throughout the piece
5010;rookery;n;a colony of breeding birds or other animals
5011;rotary;a;capable of turning around on an axis
5012;rote;a;routine
5013;rotund;a;having a round or spherical shape, circular, orbicular
5014;rout;n;an overwhelming defeat
5015;routine;a;according to established procedure
5016;rudimentary;a;pertaining to first principles, basics
5017;rudiments;n;the elements or first principles of a subject
5018;rue;v;to feel sorrow over
5019;ruffian;n;a tough, lawless person
5020;rugged;a;broken into sharp or irregular points, not smooth
5021;ruminant;a;any cud-chewing quadruped
5022;ruminate;v;to chew cud
5023;rupture;v;to burst, break through, or split, as under pressure
5024;ruse;n;a trick or artifice
5025;rustic;a;country-styled or pastoral, rural
5026;ruth;n;pity or compassion
5027;saccharin;n;a white, crystalline powder used as an artificial sweetener
5028;saccharine;a;resembling sugar
5029;sacred;a;devoted or dedicated to a deity or religious purpose
5030;sacrilege;n;misuse or violation of something regarded as sacred
5031;sacrosanct;a;beyond alteration, criticism, or interference
5032;sadistic;a;delighting in the pain of others
5033;saga;n;any narrative or legend of heroic exploits
5034;sagacious;a;showing acute mental discernment and keen practical sense
5035;sagacity;n;acuteness of mental discernment and soundness of judgement
5036;sage;n;a profoundly wise person
5037;salacious;a;lustful or lecherous
5038;salient;a;prominent or conspicuous
5039;saline;a;containing or resembling salt, salty
5040;sallow;a;having a grayish, yellow-green hue
5041;salubrious;a;favourable to or promoting health
5042;salutary;a;favourable to or promoting health
5043;salvage;v;to save from shipwreck, fire, etc
5044;salve;n;a medical ointment for healing or relieving wounds and sores
5045;salvo;n;a successive charge of artillery, bombs, etc
5046;sanctimonious;a;making a hypocritical show of piety
5047;sanction;n;authoritative permission or approval for an action
5048;sanctity;n;holiness of life or disposition, saintliness
5049;sangfroid;n;self-possession or imperturbability especially under strain
5050;sanguinary;a;accompanied by bloodshed
5051;sanguine;a;cheerfully optimistic
5052;sapid;a;tasty, flavoursome or savoury
5053;sapient;a;possessing wisdom and discernment, wise, learned
5054;saponaceous;a;resembling soap, having the qualities of soap, soapy
5055;sarcasm;n;harsh or bitter derision or irony
5056;sarcophagus;n;a stone coffin, often inscribed or decorated with sculpture
5057;sardonic;a;characterised by bitter or scornful derision
5058;sartorial;a;pertaining to tailors and their trade
5059;satiate;v;to fill to satisfaction, to satisfy
5060;satire;n;the use of irony,or sarcasm in exposing folly, vice
5061;saturate;v;to become completely penetrated, soaked
5062;saturnalian;a;relating to unrestrained revelry
5063;saturnine;a;sluggish in temperament, gloomy, taciturn
5064;satyr;n;a woodland deity represented as half-man, half-horse
5065;savage;n;fierce, ferocious or cruel
5066;savant;n;a person of profound or extensive learning
5067;savor;v;to enjoy something with unhurried appreciation
5068;savory;a;tasty, attractive to the palate
5069;scabbard;n;the sheath of a sword
5070;scarcity;n;insufficiency or shortness of supply
5071;scathing;a;bitterly severe
5072;schism;n;division, especially into mutually opposed parties
5073;scholarly;a;concerned with academic learning and research
5074;scintilla;n;a small spark or flash, a trace
5075;scintillating;a;animated, vivacious, effervescent
5076;scoff;v;to jeer, laugh at with contempt and derision
5077;scope;v;to perform a cursory investigation, as to scope out
5078;scorn;v;to feel or display contempt or disdain for something
5079;scotch;v;to cut or score
5080;scoundrel;n;one without honor, a villain
5081;scourge;n;to punish or criticize somebody severely
5082;scribble;v;to write or draw carelessly and in a hurry
5083;scribe;n;person who made copies of manuscripts before printing
5084;scriptural;a;in accordance with sacred writings
5085;scruple;n;a moral standard that inhibits certain actions
5086;scrupulous;a;showing a strict regard for what one considers right
5087;scrutinize;v;to examine something with great care
5088;scurrilous;a;given to vulgar verbal abuse, foul-mouthed
5089;scurvy;n;a disease caused by a diet lacking in vitamin c
5090;scuttle;v;to sink a boat deliberately by making openings in the bottom
5091;scythe;n;a long, curved blade used for cutting grass and grain
5092;séance;n;meeting where a mystic tries to communicate with the dead
5093;sear;v;to char the surface of something with a hot instrument
5094;sebaceous;a;of or relating to tallow or fat,
5095;secant;n;a straight line that intersects a curve at 2 or more points
5096;secede;v;to withdraw formally from an alliance
5097;seclude;v;to shut off or keep apart, as from company, society, etc
5098;seclusion;n;solitude
5099;secular;a;not specifically religious
5100;sedate;v;to tranquilize by giving a sedative, to induce sleep
5101;sedentary;a;not moving, relatively still, staying in the vicinity
5102;sediment;n;particles that settle to the bottom of a liquid
5103;sedition;n;incitement of discontent or rebellion against movement
5104;seduce;v;to entice someone to engage in a sexual relationship
5105;sedulous;a;diligent in application or attention
5106;seer;n;a person who prophesies future events
5107;seethe;v;to be in a state of agitation or excitement
5108;seignior;n;a feudal lord, nobleman who held his lands by feudal grant
5109;seismograph;n;instrument for measuring the vibrations of earthquakes
